年,週,都道府県,エボラ出血熱_報告,エボラ出血熱_累積,クリミア・コンゴ出血熱_報告,クリミア・コンゴ出血熱_累積,痘そう_報告,痘そう_累積,南米出血熱_報告,南米出血熱_累積,ペスト_報告,ペスト_累積,マールブルグ病_報告,マールブルグ病_累積,ラッサ熱_報告,ラッサ熱_累積,急性灰白髄炎_報告,急性灰白髄炎_累積,結核_報告,結核_累積,ジフテリア_報告,ジフテリア_累積,重症急性呼吸器症候群_報告,重症急性呼吸器症候群_累積,中東呼吸器症候群_報告,中東呼吸器症候群_累積,鳥インフルエンザ（Ｈ５Ｎ１）_報告,鳥インフルエンザ（Ｈ５Ｎ１）_累積,鳥インフルエンザ（Ｈ７Ｎ９）_報告,鳥インフルエンザ（Ｈ７Ｎ９）_累積,コレラ_報告,コレラ_累積,細菌性赤痢_報告,細菌性赤痢_累積,腸管出血性大腸菌感染症_報告,腸管出血性大腸菌感染症_累積,腸チフス_報告,腸チフス_累積,パラチフス_報告,パラチフス_累積,Ｅ型肝炎_報告,Ｅ型肝炎_累積,ウエストナイル熱_報告,ウエストナイル熱_累積,Ａ型肝炎_報告,Ａ型肝炎_累積,エキノコックス症_報告,エキノコックス症_累積,エムポックス_報告,エムポックス_累積,黄熱_報告,黄熱_累積,オウム病_報告,オウム病_累積,オムスク出血熱_報告,オムスク出血熱_累積,回帰熱_報告,回帰熱_累積,キャサヌル森林病_報告,キャサヌル森林病_累積,Ｑ熱_報告,Ｑ熱_累積,狂犬病_報告,狂犬病_累積,コクシジオイデス症_報告,コクシジオイデス症_累積,ジカウイルス感染症_報告,ジカウイルス感染症_累積,重症熱性血小板減少症候群_報告,重症熱性血小板減少症候群_累積,腎症候性出血熱_報告,腎症候性出血熱_累積,西部ウマ脳炎_報告,西部ウマ脳炎_累積,ダニ媒介脳炎_報告,ダニ媒介脳炎_累積,炭疽_報告,炭疽_累積,チクングニア熱_報告,チクングニア熱_累積,つつが虫病_報告,つつが虫病_累積,デング熱_報告,デング熱_累積,東部ウマ脳炎_報告,東部ウマ脳炎_累積,鳥インフルエンザ(Ｈ５Ｎ１を除く）_報告,鳥インフルエンザ(Ｈ５Ｎ１を除く）_累積,ニパウイルス感染症_報告,ニパウイルス感染症_累積,日本紅斑熱_報告,日本紅斑熱_累積,日本脳炎_報告,日本脳炎_累積,ハンタウイルス肺症候群_報告,ハンタウイルス肺症候群_累積,Ｂウイルス病_報告,Ｂウイルス病_累積,鼻疽_報告,鼻疽_累積,ブルセラ症_報告,ブルセラ症_累積,ベネズエラウマ脳炎_報告,ベネズエラウマ脳炎_累積,ヘンドラウイルス感染症_報告,ヘンドラウイルス感染症_累積,発しんチフス_報告,発しんチフス_累積,ボツリヌス症_報告,ボツリヌス症_累積,マラリア_報告,マラリア_累積,野兎病_報告,野兎病_累積,ライム病_報告,ライム病_累積,リッサウイルス感染症_報告,リッサウイルス感染症_累積,リフトバレー熱_報告,リフトバレー熱_累積,類鼻疽_報告,類鼻疽_累積,レジオネラ症_報告,レジオネラ症_累積,レプトスピラ症_報告,レプトスピラ症_累積,ロッキー山紅斑熱_報告,ロッキー山紅斑熱_累積,アメーバ赤痢_報告,アメーバ赤痢_累積,ウイルス性肝炎_報告,ウイルス性肝炎_累積,カルバペネム耐性腸内細菌目細菌感染症_報告,カルバペネム耐性腸内細菌目細菌感染症_累積,急性弛緩性麻痺_報告,急性弛緩性麻痺_累積,急性脳炎_報告,急性脳炎_累積,クリプトスポリジウム症_報告,クリプトスポリジウム症_累積,クロイツフェルト・ヤコブ病_報告,クロイツフェルト・ヤコブ病_累積,劇症型溶血性レンサ球菌感染症_報告,劇症型溶血性レンサ球菌感染症_累積,後天性免疫不全症候群_報告,後天性免疫不全症候群_累積,ジアルジア症_報告,ジアルジア症_累積,侵襲性インフルエンザ菌感染症_報告,侵襲性インフルエンザ菌感染症_累積,侵襲性髄膜炎菌感染症_報告,侵襲性髄膜炎菌感染症_累積,侵襲性肺炎球菌感染症_報告,侵襲性肺炎球菌感染症_累積,水痘（入院例）_報告,水痘（入院例）_累積,先天性風しん症候群_報告,先天性風しん症候群_累積,梅毒_報告,梅毒_累積,播種性クリプトコックス症_報告,播種性クリプトコックス症_累積,破傷風_報告,破傷風_累積,バンコマイシン耐性黄色ブドウ球菌感染症_報告,バンコマイシン耐性黄色ブドウ球菌感染症_累積,バンコマイシン耐性腸球菌感染症_報告,バンコマイシン耐性腸球菌感染症_累積,百日咳_報告,百日咳_累積,風しん_報告,風しん_累積,麻しん_報告,麻しん_累積,薬剤耐性アシネトバクター感染症_報告,薬剤耐性アシネトバクター感染症_累積
2025,44,群馬県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,178,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,138,0,0,0,0,1,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,46,0,0,0,0,0,3,0,5,0,10,0,0,1,7,0,0,0,3,1,18,0,12,0,0,0,5,0,0,0,29,1,7,0,0,1,129,0,5,0,2,0,0,0,1,29,2903,0,0,0,4,0,0
2025,44,埼玉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,150,0,4,0,0,0,34,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,88,0,1,0,0,1,12,0,10,1,63,0,3,1,45,0,1,1,11,1,54,0,27,0,0,0,18,0,4,1,132,0,25,0,0,8,461,1,4,1,7,0,0,0,3,49,4565,0,0,0,10,0,0
2025,44,千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,709,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,178,0,4,0,1,0,37,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,1,4,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,98,0,1,0,0,0,21,0,13,1,36,0,0,2,59,0,0,0,4,0,53,0,33,0,0,1,27,0,3,1,142,1,27,0,0,12,386,0,5,0,2,0,0,0,3,26,3392,0,0,0,22,0,3
2025,44,東京都,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,395,0,6,0,4,2,123,0,0,1,17,0,2,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,3,152,0,4,0,0,0,78,0,49,1,115,0,1,0,28,0,5,1,12,0,116,1,215,1,15,0,58,0,14,3,317,0,87,0,0,36,2959,0,16,0,7,0,0,1,9,72,6645,0,1,0,30,0,3
2025,44,神奈川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,752,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,387,0,2,0,1,1,68,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,133,0,0,0,0,1,36,0,13,1,78,1,1,0,20,0,0,0,11,1,80,1,56,0,3,1,47,0,3,2,209,3,39,0,0,7,659,0,17,0,3,0,0,0,0,36,3667,0,1,0,40,0,1
2025,44,新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,56,0,0,0,0,0,4,0,4,0,20,0,2,0,6,0,0,0,2,0,22,1,3,0,0,0,11,0,0,0,32,0,5,0,0,4,96,0,3,0,2,0,0,0,1,19,3852,0,0,0,0,0,0
2025,44,富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,13,0,1,0,1,1,10,0,0,1,36,0,2,0,0,1,47,0,0,0,0,0,0,0,0,1,637,0,1,0,0,0,0
2025,44,石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,0,0,1,0,1,0,14,0,0,0,3,0,0,0,3,1,13,0,0,0,0,0,6,0,0,0,33,0,6,0,0,1,59,0,3,0,0,0,0,0,0,6,967,0,0,0,0,0,0
2025,44,福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,2,0,0,0,18,0,4,0,0,0,38,0,0,0,0,0,0,0,0,2,713,0,0,0,1,0,0
2025,44,山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,1,0,4,0,0,1,5,0,0,0,6,0,10,0,2,0,0,0,3,0,0,0,15,0,3,0,0,0,43,0,0,0,2,0,0,0,0,1,385,0,0,0,0,0,0
2025,44,長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,77,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,8,0,1,0,8,0,1,0,13,0,0,0,2,0,18,0,3,0,1,0,11,0,3,1,33,0,7,0,0,1,74,0,2,0,3,0,0,0,1,24,1608,0,0,0,1,0,0
2025,44,岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,251,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,42,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,55,0,0,0,0,0,8,0,2,1,11,0,1,0,3,0,0,0,0,1,30,1,9,0,0,1,11,0,0,2,38,0,16,0,0,4,166,0,0,0,1,0,0,0,0,16,942,0,0,0,3,0,0
2025,44,静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,0,2,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,0,1,0,0,0,9,2,4,2,12,0,0,0,25,0,0,0,5,0,21,0,13,0,0,0,15,0,0,1,96,1,11,0,0,1,276,0,3,0,2,0,0,0,5,26,1661,0,1,0,2,0,0
2025,44,愛知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,171,0,1,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,138,0,0,0,0,0,24,1,9,2,85,0,2,1,23,0,1,0,9,0,76,0,42,0,0,2,46,0,4,2,202,1,39,0,0,5,740,0,8,0,9,0,0,0,0,57,3288,0,0,1,11,0,1
2025,44,三重県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,3,0,1,0,17,0,3,0,5,0,0,0,3,0,22,0,9,0,0,0,6,0,1,0,33,0,7,0,0,2,107,0,4,0,0,0,0,0,0,12,1136,0,1,0,2,0,1
2025,44,滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,0,1,0,0,0,4,0,0,0,2,0,0,0,4,0,1,0,2,0,26,1,7,0,0,0,10,0,1,0,39,0,4,0,0,1,67,0,4,0,0,0,0,1,3,8,743,0,0,0,2,0,0
